ERCOT Total Solar Generation (MW),ERCOT Total Wind Generation (MW),Coastal Wind Generation (MW),North Wind Generation (MW),Panhandle Wind Generation (MW),South Wind Generation (MW),West Wind Generation (MW),Hour Ending,Year,Month,Day,Timestamp,Maximum energy deliverable before curtailment (MWh),Energy actually delivered (MWh),Curtailment (MWh),Price ($/MWh) at the nodal level in the Real Time market,TOTAL Actual Load (MW),SystemTotal Forecast Load (MW)
150.51,8122.93,1055.9,198.24,2009.43,600.55,4258.81,8,2023,10,8,10/8/2023 8:00,12.4,12.4,0,18.81,35986.99,35688.989868
4735.53,8473.14,977.6,258.28,1923.93,492.76,4820.57,9,2023,10,8,10/8/2023 9:00,16.0,16.0,0,18.13,37262.35,36866.640137
11388.34,5949.53,645.96,174.87,1136.52,336.23,3655.95,10,2023,10,8,10/8/2023 10:00,9.6,9.6,0,17.85,38529.63,38459.570679
12599.64,6361.28,620.34,148.24,1004.89,222.39,4365.42,11,2023,10,8,10/8/2023 11:00,5.2,5.2,0,19.67,39847.89,39547.539307
12457.15,7529.86,482.67,156.59,1035.52,131.79,5723.29,12,2023,10,8,10/8/2023 12:00,5.5,5.5,0,20.04,40910.24,40507.01001
12424.54,7269.78,306.75,129.91,755.9,107.55,5969.67,13,2023,10,8,10/8/2023 13:00,6.3,6.3,0,18.5,42070.78,41526.420288
12525.51,6273.52,234.53,109.05,505.4,82.0,5342.54,14,2023,10,8,10/8/2023 14:00,6.0,6.0,0,16.86,43296.65,42661.259888
12329.82,5671.35,207.16,106.01,466.33,65.11,4826.74,15,2023,10,8,10/8/2023 15:00,6.3,5.3,1,11.49,44684.99,43929.480469
12249.17,5650.41,144.05,109.77,474.27,74.67,4847.65,16,2023,10,8,10/8/2023 16:00,8.8,7.8,1,5.35,46223.35,45296.889282
11682.85,5799.15,248.09,145.83,476.33,61.06,4867.84,17,2023,10,8,10/8/2023 17:00,6.3,5.3,1,1.79,47455.02,46377.039795
9741.61,6315.61,345.7,163.94,513.69,58.75,5233.53,18,2023,10,8,10/8/2023 18:00,7.8,6.8,1,2.59,48030.04,46862.459961
3549.66,6172.67,171.47,278.95,568.7,84.9,5068.65,19,2023,10,8,10/8/2023 19:00,11.2,10.2,1,9.51,47561.36,46138.540894
79.45,7168.58,76.85,683.21,895.81,165.28,5347.43,20,2023,10,8,10/8/2023 20:00,27.4,26.4,1,13.98,47273.4,46034.959839
0.65,11059.85,297.57,1283.66,1577.56,287.11,7613.95,21,2023,10,8,10/8/2023 21:00,39.7,39.7,0,14.8,46437.35,45266.979614
0.2,14508.64,310.89,1742.83,1875.55,335.89,10243.48,22,2023,10,8,10/8/2023 22:00,42.9,42.9,0,17.16,44918.39,43985.239624
0.21,16278.68,268.56,2000.61,1722.54,358.83,11928.14,23,2023,10,8,10/8/2023 23:00,45.8,45.8,0,16.87,42788.79,42035.739502
0.2,16431.21,192.2,2047.99,1547.04,353.52,12290.46,24,2023,10,8,10/9/2023 0:00,40.6,40.6,0,19.24,40376.86,39723.599243
0.19,16229.92,97.8,1963.15,1416.7,363.56,12388.71,1,2023,10,9,10/9/2023 1:00,37.3,37.3,0,58.64,38172.81,38126.069824
0.2,15928.98,140.9,1957.87,1306.07,396.34,12127.8,2,2023,10,9,10/9/2023 2:00,29.6,29.6,0,23.78,36833.11,36684.560242
0.2,15390.65,73.52,1864.32,1309.49,408.05,11735.27,3,2023,10,9,10/9/2023 3:00,28.5,28.5,0,18.63,36047.4,35914.680298
0.19,14515.46,64.97,1804.04,1222.52,352.41,11071.52,4,2023,10,9,10/9/2023 4:00,27.6,26.6,1,14.22,35659.61,35436.184937
0.19,13635.38,54.62,1721.4,1294.93,323.52,10240.91,5,2023,10,9,10/9/2023 5:00,33.5,32.5,1,12.19,36172.9,35631.109924
0.19,12663.84,87.29,1639.99,1107.33,371.03,9458.2,6,2023,10,9,10/9/2023 6:00,38.2,37.2,1,7.12,37524.33,37018.780029
0.16,11055.64,16.27,1603.07,964.05,513.51,7958.74,7,2023,10,9,10/9/2023 7:00,42.1,41.1,1,4.59,39474.25,39528.250488
116.92,9562.58,1.02,1624.57,914.15,400.54,6622.3,8,2023,10,9,10/9/2023 8:00,49.8,48.8,1,0.57,40524.19,40942.159668
4116.25,7580.61,2.14,1374.46,583.73,310.44,5309.84,9,2023,10,9,10/9/2023 9:00,38.5,37.5,1,-0.47,41510.52,41662.180054
10826.32,3904.12,16.93,792.11,319.45,334.65,2440.98,10,2023,10,9,10/9/2023 10:00,18.9,17.9,1,3.21,43143.22,43256.330322
12432.89,2172.97,3.98,445.64,141.7,418.84,1162.81,11,2023,10,9,10/9/2023 11:00,8.4,7.4,1,12.19,44895.71,45010.920044
12597.11,1463.74,3.65,342.65,40.32,384.08,693.04,12,2023,10,9,10/9/2023 12:00,4.1,4.1,0,15.94,46213.4,46856.329834
12610.71,1454.86,25.84,480.5,11.34,446.3,490.88,13,2023,10,9,10/9/2023 13:00,5.4,5.4,0,20.1,48155.14,48754.159546
12606.33,1628.42,67.05,550.99,64.57,565.41,380.4,14,2023,10,9,10/9/2023 14:00,6.1,6.1,0,21.31,50551.13,50853.179688
12875.71,1865.72,108.54,640.0,132.35,599.16,385.67,15,2023,10,9,10/9/2023 15:00,7.8,7.8,0,19.62,52793.55,52644.380371
12592.16,2123.5,205.08,660.81,172.21,618.51,466.89,16,2023,10,9,10/9/2023 16:00,4.6,4.6,0,18.99,54867.92,54081.619629
12017.31,2328.75,295.69,678.22,236.26,541.2,577.38,17,2023,10,9,10/9/2023 17:00,6.8,6.8,0,18.23,56507.59,54999.000366
9238.32,2820.37,329.73,658.86,577.66,445.87,808.25,18,2023,10,9,10/9/2023 18:00,7.1,7.1,0,18.66,56858.74,54875.469482
2817.81,4113.14,261.43,729.53,1192.0,397.41,1532.77,19,2023,10,9,10/9/2023 19:00,14.9,14.9,0,19.79,54688.04,53190.73938
63.17,6746.39,245.42,1129.46,1835.94,492.03,3043.54,20,2023,10,9,10/9/2023 20:00,31.1,31.1,0,21.21,54379.32,52179.789795
0.09,10312.67,230.41,1521.3,2263.14,985.35,5312.47,21,2023,10,9,10/9/2023 21:00,42.5,42.5,0,22.27,53332.09,50649.899292
0.14,12643.41,196.72,1696.9,2465.14,1309.07,6975.58,22,2023,10,9,10/9/2023 22:00,48.1,48.1,0,26.21,51097.02,48652.800171
0.13,15110.27,262.01,1913.52,2720.91,1350.89,8862.94,23,2023,10,9,10/9/2023 23:00,30.3,30.3,0,26.34,48328.04,46174.269897
0.14,16169.61,347.51,1987.73,2616.65,1292.15,9925.57,24,2023,10,9,10/10/2023 0:00,36.4,36.4,0,112.62,45353.45,43370.839355
0.13,16231.05,396.74,1924.61,2716.03,1167.74,10025.93,1,2023,10,10,10/10/2023 1:00,34.8,34.8,0,205.79,42736.37,41565.550903
0.14,15802.07,268.89,1741.61,2617.47,993.35,10180.75,2,2023,10,10,10/10/2023 2:00,32.8,32.8,0,35.55,40990.93,39560.199951
0.14,15260.18,275.66,1631.74,2591.97,801.7,9959.11,3,2023,10,10,10/10/2023 3:00,32.6,32.6,0,25.48,39770.66,38247.151062
0.13,15459.16,494.64,1577.83,2737.88,819.27,9829.54,4,2023,10,10,10/10/2023 4:00,24.8,24.8,0,24.84,39136.34,37542.917908
0.14,14545.73,343.88,1528.11,3017.63,823.84,8832.27,5,2023,10,10,10/10/2023 5:00,25.1,25.1,0,24.03,39312.73,37607.045471
0.13,13504.16,398.24,1407.79,2913.08,1133.33,7651.72,6,2023,10,10,10/10/2023 6:00,29.6,29.6,0,20.34,40581.3,38983.420227
0.15,12142.38,375.22,1224.23,2860.71,1233.72,6448.5,7,2023,10,10,10/10/2023 7:00,34.0,34.0,0,18.6,42936.95,41628.590332
48.62,11052.48,671.48,1109.3,2764.73,1240.58,5266.39,8,2023,10,10,10/10/2023 8:00,30.4,30.4,0,18.83,44141.95,43075.470459
2779.98,9837.24,870.31,928.87,2475.66,1217.38,4345.02,9,2023,10,10,10/10/2023 9:00,21.8,21.8,0,16.11,44442.6,43717.950317
8055.09,6305.24,684.0,594.69,1489.77,1163.65,2373.13,10,2023,10,10,10/10/2023 10:00,9.8,9.8,0,15.85,45957.93,45220.069946
9641.13,5094.04,441.82,609.94,1131.62,1166.25,1744.41,11,2023,10,10,10/10/2023 11:00,1.9,1.9,0,19.01,47654.37,46902.879517
9698.34,5429.93,346.81,686.02,1712.14,1021.76,1663.2,12,2023,10,10,10/10/2023 12:00,0.0,0.0,0,21.08,49240.74,48680.07019
9705.0,6905.76,388.11,782.79,2350.36,962.8,2421.7,13,2023,10,10,10/10/2023 13:00,4.5,4.5,0,24.39,50837.06,50546.890381
9381.65,8344.48,360.99,1037.32,2543.17,842.65,3560.35,14,2023,10,10,10/10/2023 14:00,15.3,15.3,0,28.09,52403.81,52573.911011
8446.18,8819.36,342.57,1122.77,2559.88,872.66,3921.48,15,2023,10,10,10/10/2023 15:00,23.2,23.2,0,22.08,53679.34,54137.640503
7636.03,9669.89,313.64,1244.98,2553.28,934.62,4623.37,16,2023,10,10,10/10/2023 16:00,29.1,29.1,0,24.19,54152.05,55181.960083
5964.64,11267.31,529.04,1486.06,2614.86,1050.12,5587.23,17,2023,10,10,10/10/2023 17:00,41.4,41.4,0,22.37,53991.74,55780.828857
3869.99,13209.89,664.17,1724.58,2780.1,894.6,7146.44,18,2023,10,10,10/10/2023 18:00,54.1,54.1,0,21.33,53334.72,55255.330078
1056.76,14235.18,757.46,1625.96,2820.72,882.94,8148.1,19,2023,10,10,10/10/2023 19:00,43.7,43.7,0,21.78,52564.31,53670.889771
40.34,14029.36,673.03,1521.89,2837.33,951.94,8045.17,20,2023,10,10,10/10/2023 20:00,42.3,42.3,0,22.08,52849.6,53188.270142
0.2,15340.27,729.12,1603.49,3002.69,1040.79,8964.18,21,2023,10,10,10/10/2023 21:00,45.5,45.5,0,25.99,52191.65,51926.249878
0.23,16519.55,576.61,1616.43,3324.58,995.99,10005.94,22,2023,10,10,10/10/2023 22:00,40.5,40.5,0,25.68,50576.18,50117.020752
0.22,16625.94,503.93,1622.61,3468.62,1013.61,10017.17,23,2023,10,10,10/10/2023 23:00,44.8,44.8,0,27.81,47974.75,47352.209595
0.23,15931.09,509.12,1549.79,3122.64,929.07,9820.47,24,2023,10,10,10/11/2023 0:00,37.4,37.4,0,23.22,44914.71,44515.569824
0.23,15232.96,402.97,1296.4,2758.28,891.08,9884.23,1,2023,10,11,10/11/2023 1:00,27.9,27.9,0,34.48,42544.93,42159.730103
0.21,15558.99,295.67,964.71,2766.89,571.59,10960.13,2,2023,10,11,10/11/2023 2:00,21.5,21.5,0,25.62,40855.56,40254.340088
0.21,16249.43,266.4,796.34,3034.77,250.55,11901.37,3,2023,10,11,10/11/2023 3:00,29.2,29.2,0,21.57,39776.18,39024.200562
0.21,16411.03,269.18,825.38,3118.84,193.94,12003.69,4,2023,10,11,10/11/2023 4:00,30.1,30.1,0,21.57,39361.14,38325.500244
0.2,15643.29,237.81,820.57,3129.31,162.1,11293.5,5,2023,10,11,10/11/2023 5:00,25.3,25.3,0,19.9,39611.24,38365.759399
0.22,15170.64,228.63,952.95,2934.42,197.94,10856.7,6,2023,10,11,10/11/2023 6:00,28.1,28.1,0,18.42,40955.95,39614.040161
0.23,14972.74,275.38,1027.12,2936.47,185.52,10548.25,7,2023,10,11,10/11/2023 7:00,18.2,18.2,0,20.93,43474.15,42122.890381
7.89,14468.16,308.33,949.92,2841.47,187.56,10180.88,8,2023,10,11,10/11/2023 8:00,23.0,23.0,0,17.95,44893.16,43403.919556
1369.69,14346.7,303.88,891.2,2682.52,218.85,10250.25,9,2023,10,11,10/11/2023 9:00,26.5,26.5,0,16.37,45187.45,43787.439697
5277.72,13919.88,235.36,873.48,2000.51,284.51,10526.02,10,2023,10,11,10/11/2023 10:00,26.5,26.5,0,15.2,46120.94,45205.790527
7747.99,13070.7,203.89,858.15,1778.45,231.58,9998.63,11,2023,10,11,10/11/2023 11:00,25.8,25.8,0,16.84,47281.35,46929.190063
8671.6,11062.53,281.88,994.73,1606.35,158.13,8021.44,12,2023,10,11,10/11/2023 12:00,25.8,25.8,0,17.99,47944.81,48668.299927
9250.47,9734.14,242.32,1172.43,1504.06,148.62,6666.71,13,2023,10,11,10/11/2023 13:00,33.7,33.7,0,21.5,48355.68,50421.400513
9185.62,9749.36,187.89,1325.13,1887.58,175.56,6173.2,14,2023,10,11,10/11/2023 14:00,42.3,42.3,0,22.65,48630.06,52352.520752
9113.9,11040.0,220.83,1466.1,2450.24,200.18,6702.65,15,2023,10,11,10/11/2023 15:00,59.2,59.2,0,19.25,48926.78,54033.1604
9225.66,12513.88,269.68,1512.27,2647.34,255.91,7828.68,16,2023,10,11,10/11/2023 16:00,68.4,68.4,0,16.83,49624.32,55182.660645
9189.05,13737.51,437.91,1691.15,2813.15,298.05,8497.25,17,2023,10,11,10/11/2023 17:00,74.1,74.1,0,14.29,50152.85,55999.079102
7436.35,15336.91,617.69,1636.05,3115.1,389.15,9578.92,18,2023,10,11,10/11/2023 18:00,67.0,67.0,0,16.61,50143.42,55677.840454
2912.67,16543.64,321.85,1527.49,3142.46,440.48,11111.36,19,2023,10,11,10/11/2023 19:00,64.4,64.4,0,16.39,49858.68,54176.400269
53.94,18359.74,261.34,1517.38,3315.25,548.82,12716.95,20,2023,10,11,10/11/2023 20:00,77.1,77.1,0,16.36,50245.51,53540.859497
1.26,20448.03,193.37,1581.26,3582.66,971.56,14119.18,21,2023,10,11,10/11/2023 21:00,78.3,78.3,0,15.89,49664.79,52242.559692
0.11,21162.72,264.02,1637.42,3575.07,1404.97,14281.24,22,2023,10,11,10/11/2023 22:00,82.3,81.3,1,14.11,48035.79,50343.739746
0.13,21311.78,301.55,1782.09,3577.81,1330.87,14319.46,23,2023,10,11,10/11/2023 23:00,71.5,70.5,1,9.67,45851.19,47747.710571
0.13,21148.35,258.86,1905.58,3550.74,1236.0,14197.17,24,2023,10,11,10/12/2023 0:00,71.4,70.4,1,8.36,43096.83,44885.150391
0.12,20842.97,217.73,1853.96,3554.61,1156.2,14060.47,1,2023,10,12,10/12/2023 1:00,73.3,73.3,0,16.43,40879.82,41309.990845
0.12,20347.23,250.84,1744.16,3549.96,1061.99,13740.28,2,2023,10,12,10/12/2023 2:00,61.2,61.2,0,17.13,39635.08,39676.359863
0.13,19639.91,229.07,1662.54,3546.0,981.34,13220.96,3,2023,10,12,10/12/2023 3:00,51.9,50.9,1,10.72,38660.6,38719.320313
0.13,19572.69,193.08,1553.37,3535.42,878.85,13411.97,4,2023,10,12,10/12/2023 4:00,43.8,42.8,1,8.05,38386.87,38055.98999
0.12,19717.34,188.97,1518.05,3427.15,870.41,13712.76,5,2023,10,12,10/12/2023 5:00,38.8,37.8,1,8.07,38683.2,38119.480713
0.14,20185.47,209.99,1568.79,3404.43,769.78,14232.48,6,2023,10,12,10/12/2023 6:00,45.8,44.8,1,7.2,40262.94,39381.380859
0.14,19844.23,232.25,1544.63,3230.08,807.9,14029.37,7,2023,10,12,10/12/2023 7:00,29.0,28.0,1,3.66,42693.99,41842.47998
77.24,18773.95,219.17,1580.23,3020.6,817.91,13136.04,8,2023,10,12,10/12/2023 8:00,54.3,53.3,1,1.05,43683.9,43229.67041
2662.36,16821.54,158.07,1534.47,2320.36,858.52,11950.12,9,2023,10,12,10/12/2023 9:00,49.6,48.6,1,-1.48,43975.19,43937.769897
6201.65,16251.17,69.86,1666.58,1776.07,660.93,12077.73,10,2023,10,12,10/12/2023 10:00,66.1,65.1,1,-1.54,45587.61,45509.710205
6491.06,16497.55,127.84,1733.46,1982.01,667.66,11986.58,11,2023,10,12,10/12/2023 11:00,76.1,75.1,1,-0.69,46586.67,47362.220093
7599.85,16601.3,388.52,1761.73,2339.18,728.77,11383.1,12,2023,10,12,10/12/2023 12:00,70.7,69.7,1,8.64,48300.59,49238.350708
8507.5,16429.35,517.97,1657.22,2488.57,730.8,11034.79,13,2023,10,12,10/12/2023 13:00,58.8,57.8,1,1.48,49861.0,51251.340332
9069.13,16401.94,642.71,1666.88,2812.58,688.61,10591.16,14,2023,10,12,10/12/2023 14:00,52.3,51.3,1,6.79,51724.59,53370.559692
9945.94,16271.96,754.47,1738.56,2801.79,649.34,10327.8,15,2023,10,12,10/12/2023 15:00,48.2,47.2,1,5.61,53784.42,55058.390381
9953.63,16475.0,899.06,1923.78,2718.74,723.12,10210.3,16,2023,10,12,10/12/2023 16:00,43.2,42.2,1,5.43,54965.46,56549.090454
9735.94,16822.73,1154.11,1888.62,2263.67,947.23,10569.1,17,2023,10,12,10/12/2023 17:00,50.6,49.6,1,3.56,56551.56,57793.559692
7773.28,17718.02,1318.62,1973.81,2255.88,1202.19,10967.52,18,2023,10,12,10/12/2023 18:00,56.5,55.5,1,2.05,56892.96,57937.730957
2711.79,17907.56,1464.45,1982.19,2473.46,1241.96,10745.5,19,2023,10,12,10/12/2023 19:00,59.1,58.1,1,4.06,55857.96,56684.019897
29.47,17769.82,1443.54,2017.11,2510.13,1448.17,10350.87,20,2023,10,12,10/12/2023 20:00,51.5,50.5,1,7.05,54962.66,55711.999878
0.09,18546.49,1272.52,2068.96,2667.22,1543.48,10994.31,21,2023,10,12,10/12/2023 21:00,63.2,62.2,1,12.07,53912.78,54175.019775
0.17,18995.77,1040.25,2195.78,2775.61,1595.86,11388.27,22,2023,10,12,10/12/2023 22:00,74.1,74.1,0,18.34,51896.98,52151.369995
0.2,19351.73,943.23,2199.2,2829.51,1573.55,11806.24,23,2023,10,12,10/12/2023 23:00,71.2,71.2,0,56.56,49157.84,49539.700195
0.21,18579.28,843.03,2111.48,2743.18,1546.83,11334.76,24,2023,10,12,10/13/2023 0:00,64.6,64.6,0,34.73,46388.98,46755.019897
0.16,16714.58,813.11,1976.14,2641.2,1497.59,9786.54,1,2023,10,13,10/13/2023 1:00,60.4,60.4,0,44.48,43931.34,43326.839966
0.21,14529.84,821.4,1902.73,2706.93,1413.02,7685.76,2,2023,10,13,10/13/2023 2:00,57.8,57.8,0,16.8,42322.38,41423.990112
0.21,13370.65,778.13,1913.95,2693.67,1304.64,6680.26,3,2023,10,13,10/13/2023 3:00,43.8,43.8,0,14.95,41468.14,40152.279663
0.21,12855.93,635.25,1798.93,3048.31,1270.35,6103.09,4,2023,10,13,10/13/2023 4:00,47.5,47.5,0,15.34,40791.62,39238.870239
0.22,12390.09,619.74,1530.81,3183.3,1150.47,5905.77,5,2023,10,13,10/13/2023 5:00,39.9,38.9,1,12.89,40697.21,39024.52002
0.22,12755.78,547.13,965.07,3286.82,981.0,6975.76,6,2023,10,13,10/13/2023 6:00,24.1,24.1,0,18.08,41941.07,40169.040161
0.2,14366.01,514.71,642.47,3300.62,905.01,9003.2,7,2023,10,13,10/13/2023 7:00,38.9,38.9,0,17.66,44797.15,42505.929443
56.57,16216.51,391.98,867.25,3135.37,910.91,10911.0,8,2023,10,13,10/13/2023 8:00,52.1,52.1,0,20.52,46324.41,43855.240479
3020.96,16071.3,266.63,1158.15,2991.12,600.94,11054.46,9,2023,10,13,10/13/2023 9:00,66.7,66.7,0,19.56,46993.3,44925.4104
6725.63,16307.19,127.2,1219.49,3023.65,437.59,11499.26,10,2023,10,13,10/13/2023 10:00,62.1,62.1,0,17.51,49498.93,47239.82019
7059.55,16196.09,182.78,1366.62,3136.54,414.03,11096.12,11,2023,10,13,10/13/2023 11:00,2.5,1.5,1,10.62,51358.63,49716.009888
8262.24,15207.81,129.12,1350.17,3293.63,352.55,10082.34,12,2023,10,13,10/13/2023 12:00,31.9,30.9,1,8.67,53274.68,52288.820557
9244.69,13364.52,112.01,1440.44,3163.77,233.25,8415.05,13,2023,10,13,10/13/2023 13:00,57.0,57.0,0,15.45,55188.85,54984.369751
11502.56,12311.06,136.17,1508.73,2799.16,181.8,7685.2,14,2023,10,13,10/13/2023 14:00,45.0,45.0,0,14.59,57429.96,57553.109863
12241.6,10685.39,290.57,1492.65,2390.16,199.85,6312.16,15,2023,10,13,10/13/2023 15:00,43.0,42.0,1,8.7,59102.56,59343.48999
12421.0,9723.72,599.7,1384.92,2118.35,182.58,5438.17,16,2023,10,13,10/13/2023 16:00,32.9,31.9,1,0.56,60446.79,60407.891357
11888.51,8764.34,937.06,1204.64,1786.51,211.67,4624.46,17,2023,10,13,10/13/2023 17:00,25.3,24.3,1,-5.87,61057.1,60698.979248
9594.71,7914.27,1145.91,968.71,1552.41,327.6,3919.64,18,2023,10,13,10/13/2023 18:00,25.5,24.5,1,-2.25,60280.84,59613.520996
3019.95,7133.0,1081.14,764.48,1301.3,710.26,3275.82,19,2023,10,13,10/13/2023 19:00,16.0,15.0,1,4.71,57495.42,56974.290527
39.04,6889.46,896.7,847.25,1139.88,930.06,3075.57,20,2023,10,13,10/13/2023 20:00,15.9,14.9,1,6.21,55214.72,55034.870605
0.47,8003.06,487.02,1122.59,1143.38,881.0,4369.07,21,2023,10,13,10/13/2023 21:00,22.6,21.6,1,8.38,53492.04,53064.969482
0.02,9248.36,413.86,1240.86,1204.12,901.52,5488.0,22,2023,10,13,10/13/2023 22:00,37.2,36.2,1,12.04,51356.72,50997.039917
0.01,9912.61,362.1,1349.2,1337.12,745.5,6118.69,23,2023,10,13,10/13/2023 23:00,46.9,46.9,0,16.44,49005.48,48370.409912
0.01,10983.86,317.96,1514.18,1637.99,589.91,6923.82,24,2023,10,13,10/14/2023 0:00,42.2,42.2,0,19.97,46587.19,45417.159546
0.02,12543.0,353.02,1907.7,1785.17,610.39,7886.72,1,2023,10,14,10/14/2023 1:00,40.8,40.8,0,110.27,43966.49,42930.020386
0.02,14031.38,365.27,2174.93,2170.48,699.26,8621.44,2,2023,10,14,10/14/2023 2:00,41.8,41.8,0,19.89,41719.48,40683.148865
0.02,14835.47,685.82,2208.58,2054.5,792.4,9094.17,3,2023,10,14,10/14/2023 3:00,60.1,60.1,0,20.3,40179.85,39043.029663
0.03,15028.3,1143.3,2114.43,1771.65,823.41,9175.51,4,2023,10,14,10/14/2023 4:00,54.6,54.6,0,20.28,38889.31,38038.252319
0.03,15418.87,1468.43,2053.31,1633.88,1073.03,9190.22,5,2023,10,14,10/14/2023 5:00,54.8,54.8,0,20.96,38247.33,37477.118286
0.03,16254.56,1677.13,2099.89,1666.32,1288.6,9522.62,6,2023,10,14,10/14/2023 6:00,41.7,41.7,0,18.89,38249.82,37545.513672
0.02,16770.51,1718.84,2074.84,1766.74,1410.82,9799.27,7,2023,10,14,10/14/2023 7:00,35.2,35.2,0,14.68,38913.62,38223.440857
104.03,16598.08,1963.43,2114.36,1623.4,1483.22,9413.67,8,2023,10,14,10/14/2023 8:00,45.9,44.9,1,10.09,39270.89,39226.490967
2212.45,15258.71,2451.05,1735.72,1380.69,1413.59,8277.66,9,2023,10,14,10/14/2023 9:00,30.9,29.9,1,9.39,40156.92,40601.179565
4593.43,14140.95,2805.68,1552.36,1375.92,1381.56,7025.43,10,2023,10,14,10/14/2023 10:00,32.0,31.0,1,8.93,41411.91,42462.010132
6099.82,12665.05,2998.22,1354.72,1631.23,1351.2,5329.68,11,2023,10,14,10/14/2023 11:00,27.2,26.2,1,7.6,42160.1,43819.73999
4152.81,9709.14,2954.86,955.2,1220.5,1105.26,3473.32,12,2023,10,14,10/14/2023 12:00,19.1,18.1,1,1.1,42945.03,44710.949585
5979.85,7119.34,2421.48,650.15,920.03,911.55,2216.13,13,2023,10,14,10/14/2023 13:00,17.0,16.0,1,2.34,42464.97,45386.870239
9928.97,7236.85,2627.08,974.69,754.17,826.13,2054.78,14,2023,10,14,10/14/2023 14:00,22.7,21.7,1,1.83,42245.25,46051.549194
11898.17,6294.5,2360.08,1117.46,467.47,644.34,1705.15,15,2023,10,14,10/14/2023 15:00,26.6,25.6,1,-3.04,43057.91,46848.309937
12986.61,5490.07,1996.64,1113.29,267.3,487.19,1625.65,16,2023,10,14,10/14/2023 16:00,27.7,26.7,1,-2.75,44079.46,47807.929688
12887.77,4733.41,1610.4,1051.02,242.8,433.73,1395.46,17,2023,10,14,10/14/2023 17:00,28.0,27.0,1,-1.05,45174.96,48463.659668
10123.62,3874.72,1279.49,967.61,280.47,340.66,1006.49,18,2023,10,14,10/14/2023 18:00,22.3,21.3,1,9.79,45768.02,48324.529663
2893.98,2665.13,796.24,675.86,279.07,252.63,661.33,19,2023,10,14,10/14/2023 19:00,16.7,15.7,1,9.33,45151.06,47043.500366
51.14,2522.83,516.54,592.11,424.89,234.65,754.64,20,2023,10,14,10/14/2023 20:00,14.3,13.3,1,0.0,44612.07,46481.960083
0.55,3729.81,614.74,808.36,616.96,342.61,1347.14,21,2023,10,14,10/14/2023 21:00,20.5,19.5,1,0.01,43807.84,45430.150513
0.1,5235.03,741.48,1097.72,979.56,388.77,2027.5,22,2023,10,14,10/14/2023 22:00,31.6,30.6,1,3.4,42654.52,44045.899414
0.14,6456.85,936.54,1319.12,1152.71,362.96,2685.52,23,2023,10,14,10/14/2023 23:00,35.9,34.9,1,8.38,40949.09,42342.210571
0.11,7444.11,1126.9,1471.47,956.45,357.81,3531.48,24,2023,10,14,10/15/2023 0:00,43.4,43.4,0,14.3,38968.67,40477.779663
0.11,7717.59,1077.94,1520.79,791.01,331.87,3995.98,1,2023,10,15,10/15/2023 1:00,40.1,40.1,0,23.79,37438.34,38650.510132
0.1,8416.43,1000.42,1528.7,860.57,359.53,4667.21,2,2023,10,15,10/15/2023 2:00,37.7,37.7,0,16.36,36340.54,36884.262939
0.1,9595.57,1346.88,1670.83,776.54,528.0,5273.32,3,2023,10,15,10/15/2023 3:00,41.1,40.1,1,13.67,35459.6,35681.479065
0.12,10360.04,1629.4,1766.52,770.42,654.87,5538.83,4,2023,10,15,10/15/2023 4:00,41.6,40.6,1,9.9,35010.52,34848.802856
0.11,11050.59,1760.31,1899.67,627.92,704.46,6058.23,5,2023,10,15,10/15/2023 5:00,53.8,52.8,1,9.31,34880.35,34343.543457
0.11,11634.0,1777.54,1969.7,622.86,767.78,6496.12,6,2023,10,15,10/15/2023 6:00,48.7,47.7,1,8.97,35054.6,34421.525574
0.1,12364.34,2053.81,1904.74,693.28,990.16,6722.35,7,2023,10,15,10/15/2023 7:00,43.0,42.0,1,11.05,35586.83,34998.04718
116.32,12457.93,2231.34,1671.43,718.78,1167.34,6669.04,8,2023,10,15,10/15/2023 8:00,47.1,46.1,1,11.79,36199.83,35975.710388
4210.61,11256.2,1979.74,1404.54,672.9,1096.73,6102.29,9,2023,10,15,10/15/2023 9:00,43.9,42.9,1,8.95,37204.53,37163.400757
9223.82,9251.47,1783.98,1405.36,402.94,1144.34,4514.85,10,2023,10,15,10/15/2023 10:00,41.9,40.9,1,10.72,38556.91,38690.59021
7852.24,12326.49,2535.51,1854.23,483.73,1250.03,6202.99,11,2023,10,15,10/15/2023 11:00,64.5,63.5,1,12.43,39488.95,39512.619629
8183.41,12862.44,2730.31,1872.49,442.34,1080.44,6736.86,12,2023,10,15,10/15/2023 12:00,68.1,67.1,1,11.03,40221.01,39986.969604
9941.54,12115.79,2604.51,1801.28,296.44,933.75,6479.81,13,2023,10,15,10/15/2023 13:00,61.6,60.6,1,10.93,40982.41,40594.679688
10562.47,11831.54,2359.23,1784.08,398.66,864.72,6424.85,14,2023,10,15,10/15/2023 14:00,52.6,51.6,1,11.56,41581.25,41310.499878
10484.26,11334.25,1901.76,1802.64,289.74,753.05,6587.06,15,2023,10,15,10/15/2023 15:00,55.9,54.9,1,5.13,42193.85,42188.589111
10880.66,10850.28,1539.61,1829.32,222.29,739.82,6519.24,16,2023,10,15,10/15/2023 16:00,56.9,55.9,1,0.0,42909.83,43304.749756
11460.09,10239.78,1536.68,1762.36,177.5,770.97,5992.27,17,2023,10,15,10/15/2023 17:00,45.2,44.2,1,-0.01,43810.27,44291.229736
